scopus,doi,title,type,year,source,page,volume,reader_count,link,given-name,sur_name,citedby_count,h_index,doc_total,citedby_doc,coauthors_total
2-s2.0-33749858123,10.1177/0143831X06069009,The fit of employee ownership with other human resource management practices: Theoretical and empirical suggestions regarding the existence of an ownership high-performance work system,journal,2006,Economic and Industrial Democracy,669-685,27,61,http://www.mendeley.com/research/fit-employee-ownership-other-human-resource-management-practices-theoretical-empirical-suggestions-r,Eric C.A.,Kaarsemaker,38,2,4,43,3
2-s2.0-70350751595,10.1145/1592761.1592792,Offshoring and the new world order,journal,2009,Communications of the ACM,132,52,20,http://www.mendeley.com/research/offshoring-new-world-order-1,Rudy,Hirschheim,15,38,118,4465,67
2-s2.0-77955537690,10.1061/(ASCE)EE.1943-7870.0000140,Environmental Biotechnology in Water and Wastewater Treatment,journal,2010,Journal of Environmental Engineering,348-353,,21,http://www.mendeley.com/research/environmental-biotechnology-water-wastewater-treatment-1,Bruce E.,Rittmann,12,73,590,14130,150
2-s2.0-66149161674,10.1377/hlthaff.28.2.345,A tale of two large community electronic health record extension projects,journal,2009,Health Affairs,345-356,28,62,http://www.mendeley.com/research/tale-two-large-community-electronic-health-record-extension-projects,Farzad,Mostashari,76,40,93,5325,150
2-s2.0-84925233590,10.1111/puar.12334,Deprofessionalizing state governments: The rise of public at-will employment,journal,2015,Public Administration Review,188-189,75,6,http://www.mendeley.com/research/deprofessionalizing-state-governments-rise-public-atwill-employment,Paul R.,Verkuil,2,4,10,56,3
2-s2.0-84866275373,10.1080/08920753.2012.709463,Modeling Oyster Farming Activities in Coastal Areas: A Generic Framework and Preliminary Application to a Case Study,journal,2012,Coastal Management,484-500,40,14,http://www.mendeley.com/research/modeling-oyster-farming-activities-coastal-areas-generic-framework-preliminary-application-case-stud,Cyril,Tissot,5,3,10,25,28
2-s2.0-84872381970,10.1007/s11257-011-9114-8,A PLA-based privacy-enhancing user modeling framework and its evaluation,journal,2013,User Modeling and User-Adapted Interaction,41-82,23,23,http://www.mendeley.com/research/plabased-privacyenhancing-user-modeling-framework-evaluation-7,Yang,Wang,6,14,45,627,75
2-s2.0-84906837238,10.1002/asi.23125,Towards a comprehensive model of the cognitive process and mechanisms of individual sensemaking,generic,2014,Journal of the Association for Information Science and Technology,1733-1756,65,65,http://www.mendeley.com/research/towards-comprehensive-model-cognitive-process-mechanisms-individual-sensemaking,Pengyi,Zhang,12,6,17,223,25
2-s2.0-27744433480,10.1080/00036840500278053,Grading the performance of market indicators with utility benchmarks selected from Footsie: A 2000 case study,journal,2005,Applied Economics,2147-2160,37,1,http://www.mendeley.com/research/grading-performance-market-indicators-utility-benchmarks-selected-footsie-2000-case-study,Enrique,Ballestero,9,6,8,114,2
2-s2.0-77951242132,10.1080/09585191003612075,Singing the same song: Translating HRM messages across management hierarchies in Australian hospitals,journal,2010,International Journal of Human Resource Management,567-581,21,49,http://www.mendeley.com/research/singing-same-song-translating-hrm-messages-across-management-hierarchies-australian-hospitals,P.,Stanton,75,16,61,550,46
2-s2.0-84874355151,10.3233/JCS-2012-0459,Formal specification and management of security policies with collective group obligations,journal,2013,Journal of Computer Security,149-190,21,10,http://www.mendeley.com/research/formal-specification-management-security-policies-collective-group-obligations,Frédéric,Cuppens,2,25,239,2166,150
2-s2.0-84888615801,10.1111/cgf.12207,Ontology-based model for Chinese calligraphy synthesis,journal,2013,Computer Graphics Forum,20-Nov,32,12,http://www.mendeley.com/research/ontologybased-model-chinese-calligraphy-synthesis,Yang,Xia,12,3,6,17,6
2-s2.0-20444444755,10.5465/AME.2005.16963397,Applying knowledge management concepts to the supply chain: How a Danish firm achieved a remarkable breakthrough in Japan,journal,2005,Academy of Management Executive,85-89,19,39,http://www.mendeley.com/research/applying-knowledge-management-concepts-supply-chain-danish-firm-achieved-remarkable-breakthrough-jap,Martin,Glisby,17,2,4,121,2
2-s2.0-80053283110,10.1080/01972243.2011.607025,Video as digital object: Production and distribution of video content in the internet media ecosystem,journal,2011,Information Society,281-294,27,63,http://www.mendeley.com/research/video-digital-object-production-distribution-video-content-internet-media-ecosystem,Jannis,Kallinikos,14,17,48,960,23
2-s2.0-84876834222,10.1007/s10257-012-0194-8,An empirical analysis of the antecedents of e-satisfaction and e-loyalty: Focusing on the role of flow and its antecedents,journal,2013,Information Systems and e-Business Management,287-311,11,55,http://www.mendeley.com/research/empirical-analysis-antecedents-esatisfaction-eloyalty-focusing-role-flow-antecedents,Chia-Lin,Hsu,15,12,44,314,39
2-s2.0-84948129614,10.3233/IFS-131042,Models for decision making problems with hesitant fuzzy information,conference_proceedings,2014,Journal of Intelligent and Fuzzy Systems,839-847,27,1,http://www.mendeley.com/research/models-decision-making-problems-hesitant-fuzzy-information,Yi,Zhang,1,1,2,2,2
2-s2.0-77955085829,10.1007/s10207-010-0108-z,A new probabilistic rekeying method for secure multicast groups,journal,2010,International Journal of Information Security,275-286,9,10,http://www.mendeley.com/research/new-probabilistic-rekeying-method-secure-multicast-groups,Alwyn R.,Pais,9,5,50,76,61
2-s2.0-77954007476,10.1111/j.1467-8551.2009.00673.x,Investigating the moderating effects of leader-member exchange in the psychological contract breach-employee performance relationship: A test of two competing perspectives,journal,2010,British Journal of Management,422-437,21,91,http://www.mendeley.com/research/investigating-moderating-effects-leadermember-exchange-psychological-contract-breachemployee-perform,Simon Lloyd D.,Restubog,40,26,86,1177,84
2-s2.0-67650576059,10.1002/sres.946,The influence of digital standardization on administrative efficiency in e-government: A view of standards development organizations,journal,2009,Systems Research and Behavioral Science,455-468,26,12,http://www.mendeley.com/research/influence-digital-standardization-administrative-efficiency-egovernment-view-standards-development-o,LiChun,Chiang,8,5,16,82,12
2-s2.0-84867592012,10.1007/s10551-011-0921-y,The relationship between motivations and actions in corporate social responsibility: An exploratory study,journal,2012,International Journal of Business and Society,391-425,13,76,http://www.mendeley.com/research/relationship-between-motivations-actions-corporate-social-responsibility-exploratory-study,Giovanna,Campopiano,6,7,16,134,17
2-s2.0-84929522853,10.1007/s00607-013-0362-9,A Light-weight fault-tolerant routing algorithm tolerating faulty links and routers,journal,2015,Computing,631-648,97,3,http://www.mendeley.com/research/lightweight-faulttolerant-routing-algorithm-tolerating-faulty-links-routers,Masoumeh,Ebrahimi,6,19,91,449,62
2-s2.0-84880571125,10.1080/00207543.2012.752589,A two-step heuristic algorithm for layout design of unequal-sized facilities with input/output points,journal,2013,International Journal of Production Research,4200-4222,51,18,http://www.mendeley.com/research/twostep-heuristic-algorithm-layout-design-unequalsized-facilities-inputoutput-points,Yujie,Xiao,11,4,12,36,15
2-s2.0-19944430937,10.1061/(ASCE)0733-9372(2005)131:2(206),Sustainable Disposal of Domestic Sanitary Waste,journal,2005,Journal of Environmental Engineering,206-215,131,26,http://www.mendeley.com/research/sustainable-disposal-domestic-sanitary-waste,Richard,Ashley,20,25,163,1389,150
2-s2.0-84953638450,10.1007/s10257-013-0222-3,Dynamic personalization in conversational recommender systems,journal,2014,Information Systems and e-Business Management,213-238,12,32,http://www.mendeley.com/research/dynamic-personalization-conversational-recommender-systems,Tariq,Mahmood,9,28,226,2670,150
2-s2.0-84905053401,10.1007/s10260-014-0260-0,On simulation and properties of the stable law,journal,2014,Statistical Methods and Applications,307-343,23,5,http://www.mendeley.com/research/simulation-properties-stable-law,Luc,Devroye,6,34,246,2854,115
2-s2.0-84892365941,10.1080/00207543.2013.828175,Variable sampling inspection plans with screening indexed by Taguchis quality loss for optimising average total inspection,journal,2014,International Journal of Production Research,405-418,52,3,http://www.mendeley.com/research/variable-sampling-inspection-plans-screening-indexed-taguchis-quality-loss-optimising-average-total,Ikuo,Arizono,5,8,72,249,47
2-s2.0-34249977296,10.1111/j.1365-2575.2007.00238.x,Examining the integrated influence of fairness and quality on learners' satisfaction and Web-based learning continuance intention,journal,2007,Information Systems Journal,271-287,17,130,http://www.mendeley.com/research/examining-integrated-influence-fairness-quality-learners-satisfaction-webbased-learning-continuance,Chao-Min,Chiu,139,23,55,3862,44
2-s2.0-84901816265,10.3233/IFS-130934,Model for software quality evaluation with hesitant fuzzy uncertain linguistic information,journal,2014,Journal of Intelligent and Fuzzy Systems,2639-2647,26,7,http://www.mendeley.com/research/model-software-quality-evaluation-hesitant-fuzzy-uncertain-linguistic-information-1,Qingxiang,Li,37,4,4,67,4
2-s2.0-37249043877,10.1089/cpb.2007.9951,A Study of Internet Addiction through the Lens of the Interpersonal Theory,journal,2007,CyberPsychology & Behavior,799-804,10,131,http://www.mendeley.com/research/study-internet-addiction-through-lens-interpersonal-theory,Chia-Yi,Liu,95,2,4,141,4
2-s2.0-84885646999,10.1002/asi.22915,Reducing subject tree browsing complexity,journal,2013,Journal of the American Society for Information Science and Technology,2201-2223,64,20,http://www.mendeley.com/research/reducing-subject-tree-browsing-complexity,Charles-Antoine,Julien,8,5,14,49,13
2-s2.0-33750623838,10.1080/07408170600743938,Allocation and reallocation of ambulances to casualty clusters in a disaster relief operation,journal,2007,IIE Transactions (Institute of Industrial Engineers),27-39,39,38,http://www.mendeley.com/research/allocation-reallocation-ambulances-casualty-clusters-disaster-relief-operation,Qiang,Gong,47,4,5,140,2
2-s2.0-27644580722,10.1207/s15327590ijhc1901_6,Online consumer trust and live help interfaces: The effects of text-to-speech voice and three-dimensional avatars,journal,2005,International Journal of Human-Computer Interaction,75-94,19,90,http://www.mendeley.com/research/online-consumer-trust-live-help-interfaces-effects-texttospeech-voice-threedimensional-avatars,Lingyun,Qiu,95,8,22,469,24
2-s2.0-79955504156,10.1377/hlthaff.2010.0159,Transforming physician practices to patient-centered medical homes: Lessons from the national demonstration project,journal,2011,Health Affairs,439-445,30,43,http://www.mendeley.com/research/transforming-physician-practices-patientcentered-medical-homes-lessons-national-demonstration-projec-1,Paul A.,Nutting,180,49,164,5644,150
2-s2.0-84940526943,10.1287/mnsc.2014.2082,Do I Follow My Friends or the Crowd? Information Cascades in Online Movie Ratings,journal,2015,Management Science,2241-2258,61,196,http://www.mendeley.com/research/i-follow-friends-crowd-information-cascades-online-movie-ratings,Young-Jin,Lee,46,4,12,103,8
2-s2.0-84871967711,10.1377/hlthaff.2012.0338,"The new era of payment reform, spending targets, and cost containment in massachusetts: Early lessons for the nation",journal,2012,Health Affairs,2334-2342,31,32,http://www.mendeley.com/research/new-era-payment-reform-spending-targets-cost-containment-massachusetts-early-lessons-nation,Robert E.,Mechanic,16,13,27,746,33
2-s2.0-80051664909,10.1002/asi.21591,A Semantic Web approach to everyday overlapping markup,journal,2011,Journal of the American Society for Information Science and Technology,1696-1716,62,16,http://www.mendeley.com/research/semantic-web-approach-everyday-overlapping-markup,Angelo,Di Iorio,15,10,83,255,58
2-s2.0-60249094410,10.1111/j.1365-2575.2008.00296.x,A critical analysis of media discourse on information technology: Preliminary results of a proposed method for critical discourse analysis,journal,2009,Information Systems Journal,175-196,19,136,http://www.mendeley.com/research/critical-analysis-media-discourse-information-technology-preliminary-results-proposed-method-critica,Wendy,Cukier,50,9,47,304,48
2-s2.0-84923312450,10.1287/isre.2014.0544,Patient data as medical facts: Social media practices as a foundation for medical knowledge creation,journal,2014,Information Systems Research,817-833,25,71,http://www.mendeley.com/research/patient-data-medical-facts-social-media-practices-foundation-medical-knowledge-creation,Jannis,Kallinikos,32,17,48,960,23
2-s2.0-84900519879,10.1002/asi.22995,Exploiting temporal characteristics of features for effectively discovering event episodes from news corpora,journal,2014,Journal of the Association for Information Science and Technology,621-634,65,16,http://www.mendeley.com/research/exploiting-temporal-characteristics-features-effectively-discovering-event-episodes-news-corpora,Chih-Ping,Wei,5,19,106,1122,125
