,doi,id,title,type,year,authors,source,pages,volume,reader_count
6192,10.4067/S0718-18762012000300009,7850979a-a041-3222-b38c-1c427473a527,Virtual cities in Urban planning: The Uppsala case study,journal,2012.0,"(Cristina Videira, Lopes)",Journal of Theoretical and Applied Electronic Commerce Research,88-100,7,29
6193,10.1080/00207543.2011.560205,5906ccc5-4fee-3021-95c8-90b3a6c5814d,System parameter selection with information axiom for the new product introduction to the hybrid manufacturing systems under dual-resource constraint,journal,2012.0,"(Tijen, Ertay)",International Journal of Production Research,1825-1839,50,9
6194,10.2308/isys-50244,e21a12e4-e13a-375f-a40b-e3d266cacef2,The Dark Side of Online Knowledge Sharing (Retracted),journal,2012.0,"(Antoinette L., Smith)",Journal of Information Systems,71-91,26,0
6195,10.1002/kpm.299,d764d7a4-e082-3e9c-9e59-b80b7c212912,A process-based classification of knowledge maps and application examples,journal,2008.0,"(Martin J., Eppler)",Knowledge and Process Management,59-71,15,1570
6196,10.1002/asi.20117,225fe324-40e0-3479-9295-aa2ccb4a17da,Trust-based secure information sharing between federal government agencies,journal,2005.0,"(Peng, Liu)",Journal of the American Society for Information Science and Technology,283-298,56,158
6197,10.1080/0951192X.2014.964774,76464527-860b-3ffa-8315-f21e5dbac460,An extended-strategic alignment model for technical information system alignment,journal,2015.0,"(Virginie, Goepp)",International Journal of Computer Integrated Manufacturing,1275-1290,28,30
6198,10.1111/j.1937-5956.2010.01212.x,ca683f1a-2eda-39c5-bd99-9ce865fb8795,Theoretical and interpretation challenges to using the author affiliation index method to rank journals,journal,2011.0,"(Vijay K., Agrawal)",Production and Operations Management,280-300,20,13
6199,10.1080/09585192.2011.610958,8124ad2e-8401-3040-8436-07fa7b40473c,The impact of skills and performance on earnings: Evidence from retail bankers in Portugal,journal,2012.0,"(Fátima, Suleman)",International Journal of Human Resource Management,2205-2220,23,10
6200,10.1287/isre.2014.0534,771b0a24-d19d-3d9a-823b-0b4b208708c4,Using income accounting as the theoretical basis for measuring IT productivity,journal,2014.0,"(Dennis O., Kundisch)",Information Systems Research,449-467,25,37
6201,10.1002/asi.20509,63983282-049c-3dea-b480-8a30c516637f,"Design, implementation, and evaluation of a methodology for automatic stemmer generation",journal,2007.0,"(Massimo, Melucci)",Journal of the American Society for Information Science and Technology,673-686,58,11
6202,10.1002/cb.183,888f7100-2127-334b-9883-0e687fd17f78,The value increment of mass-customized products: an empirical assessment,journal,2006.0,"(Martin, Schreier)",Journal of Consumer Behaviour,317-327,5,103
6203,10.1080/13511610802404898,d64d54af-fac7-34a9-8955-aefd0d4b3463,"Dealing with dissent: Whistleblowing, egalitarianism, and the republic of the firm",journal,2008.0,"(Anthony J., Evans)",Innovation,267-279,21,22
6204,10.1007/s11205-014-0764-x,43755de4-cc6a-3d0c-a825-9d678513a0b8,Consulting with Citizens in the Design of Wellbeing Measures and Policies: Lessons from a Systems Science Application,journal,2015.0,"(Michael J., Hogan)",Social Indicators Research,857-877,123,32
6205,10.3846/tede.2010.29,bb11df8f-72a4-38e6-8847-7af2f9fbd595,Ontology axioms for the implementation of business rules,journal,2010.0,"(Diana, Kalibatiene)",Technological and Economic Development of Economy,471-486,16,7
6206,10.2308/jmar.2010.22.1.251,14500e95-2dd6-3c1d-a30b-4222db94bafb,The Effects of Profit-Sharing Contract and Feedback on the Sustainability of Cooperation,journal,2010.0,"(Khim, Kelly)",Journal of Management Accounting Research,251-269,22,25
6207,10.1007/s10257-011-0169-1,6f8a8ff2-e986-3d02-b32a-598d9f8235db,Empirical analysis of anticipatory standardization processes: A case study,journal,2012.0,"(Karthikeyan, Umapathy)",Information Systems and e-Business Management,325-350,10,10
6208,10.1207/s15327590ijhc2201-02_8,12b124c6-3d03-3912-bd49-57e6047f5c73,An approach to the evaluation of usefulness as a social construct using technological frames,journal,2007.0,"(Jose Abdelnour, Nocera)",International Journal of Human-Computer Interaction,153-172,22,21
6209,10.1007/s10845-012-0709-7,7e54a32f-2f63-341e-adc7-5d88b055776a,An e-Learning tool considering similarity measures for manufacturing cell formation,journal,2014.0,"(Oliver R., Ilić)",Journal of Intelligent Manufacturing,617-628,25,15
6210,10.1080/08982112.2013.783598,1497db8e-d519-366a-8a11-c68ce25ed4e6,Analyzing highly censored reliability data without exact failure times: An efficient tool for practitioners,journal,2013.0,"(Cai Wen, Zhang)",Quality Engineering,392-400,25,2
6211,10.1111/j.1530-9290.2010.00316.x,a14236cc-683d-3ccc-bedc-8d60506bb2df,Multicriteria Design of Plastic Recycling Based on Quality Information and Environmental Impacts,journal,2011.0,"(Jun, Nakatani)",Journal of Industrial Ecology,228-244,15,43
6212,10.1111/j.1468-0394.2012.00630.x,8b29ba03-2e2c-3b4b-9b96-5fe43dd15956,Exploring the relationship between system development life cycle and knowledge accumulation in Taiwan's IT industry,journal,2013.0,"(Wen Hsiang, Lai)",Expert Systems,173-182,30,34
6213,10.1111/jbl.12091,6b08899e-a73e-30c8-b151-a86b5f42d938,Forecasting with temporally aggregated demand signals in a retail supply chain,journal,2015.0,"(Yao, Jin)",Journal of Business Logistics,199-211,36,25
6214,10.1007/s11235-015-0031-8,bf8056d4-cf27-324f-811c-804bc1a97e36,Secured map reduce computing based on virtual machine using threshold secret sharing and group signature mechanisms in cloud computing environments,journal,2015.0,"(Hua Yi, Lin)",Telecommunication Systems,303-313,60,5
6215,10.1002/asi.21631,7c798733-0fb8-3f45-a337-574b17ea4070,A framework of students' reasons for using CMC media in learning contexts: A structural approach,journal,2011.0,"(Zixiu, Guo)",Journal of the American Society for Information Science and Technology,2182-2200,62,38
6216,10.1145/1435417.1435449,ed84cd20-0666-3ca3-b0c0-55a9558e2b13,The relationship between software development team size and software development cost,journal,2009.0,"(Parag C., Pendharkar)",Communications of the ACM,141,52,39
6217,10.1080/13504851.2010.520662,15d3730b-39c7-370b-b5d9-f499e185b960,Information trading around open market share repurchases: evidence from the Taiwan Stock Exchange,journal,2011.0,"(Robin K., Chou)",Applied Economics Letters,973-981,18,3
6218,10.1111/puar.12364,3039bc47-c36c-3b6a-807f-4bc6536a72d5,The changing war on poverty,journal,2015.0,"(Marcelo M., Giugale)",Public Administration Review,359-360,75,7
6219,10.1007/s10660-014-9146-3,36095f74-6988-3283-8fd4-d2a2cdd1302f,An enhanced smartphone security model based on information security management system (ISMS),journal,2014.0,"(Jong Hyuk, Park)",Electronic Commerce Research,321-348,14,17
6220,10.1007/s10479-007-0195-z,055e96f8-9a5a-3b79-94c2-8380f8aea10d,A hypercube queueing model embedded into a genetic algorithm for ambulance deployment on highways,journal,2008.0,"(Ana Paula, Iannoni)",Annals of Operations Research,207-224,157,29
6221,10.1287/moor.2014.0671,aa2d6789-c7bf-338a-a33a-bf507ff9f11e,Inventory Management with Stochastic Lead Times,journal,2014.0,"(Kumar, Muthuraman)",Mathematics of Operations Research,302-327,40,14
6222,10.1093/bib/bbp028,2a4fcd11-f22d-38e9-a688-e5e07549af9f,Computational methods for discovering gene networks from expression data,generic,2009.0,"(Wei Po, Lee)",Briefings in Bioinformatics,408-423,10,367
6223,10.1080/0740817X.2014.916461,e8e8f335-b327-3ca9-ae46-a2cb37219bfd,Understanding and managing product line complexity: Applying sensitivity analysis to a large-scale MILP model to price and schedule new customer orders,journal,2015.0,"(Zhili, Tian)",IIE Transactions (Institute of Industrial Engineers),307-328,47,9
6224,10.1007/s00168-006-0098-y,5e02715c-3a2c-3bf7-ab25-d52507786132,A multi-scale analysis of urban form and commuting change in a small metropolitan area (1990-2000),journal,2007.0,"(Mark W., Horner)",Annals of Regional Science,315-332,41,26
6225,10.1287/ijoc.1120.0527,02f30588-f68d-31d4-bf67-a6da86d4cbda,A logarithmic method for reducing binary variables and inequality constraints in solving task assignment problems,journal,2013.0,"(Han Lin, Li)",INFORMS Journal on Computing,643-653,25,10
6226,10.1287/isre.1070.0153,4558dbfc-ce6f-3f5d-b85d-f19121800329,How does personality matter? Relating the five-factor model to technology acceptance and use,journal,2008.0,"(U. Sarv, Devaraj)",Information Systems Research,93-105,19,153
6227,10.1080/09640560903529410,5fb03854-1fa9-3c09-ad12-0d6ab0db4814,"Non-linear incentives, plan design, and flood mitigation: The case of the Federal Emergency Management Agency's community rating system",journal,2010.0,"(Sammy, Zahran)",Journal of Environmental Planning and Management,219-239,53,32
6228,10.1111/j.1747-1796.2009.00354.x,377e6717-2022-339b-8943-cd1f283d53a8,Does Plant Variety Protection Contribute to Crop Productivity? Lessons for Developing Countries from US Wheat Breeding,journal,2009.0,"(Deepthi Elizabeth, Kolady)",The Journal of World Intellectual Property,137-152,12,7
6229,10.3846/16111699.2011.576749,63b08be1-64ea-379e-85e7-9592c4eea26f,An Empirical Study of Factors Affecting Electronic Commerce Adoption among SMEs in Malaysia,journal,2011.0,"(Syed, Shah Alam)",Journal of Business Economics and Management,375-399,12,80
6230,10.1080/00207540802389235,e982f342-8c4f-3ab2-b951-191050ebff96,The servicisation of the cutting tool supply chain,journal,2010.0,"(Chen Yang, Cheng)",International Journal of Production Research,1-19,48,58
6231,10.1080/08975930.2011.653911,b1d9eee3-c26c-3099-9a2b-c5afb2e3a147,"Managing Global Virtual Teams Across Classrooms, Students and Faculty",journal,2011.0,"(Timothy P., Shea)",Journal of Teaching in International Business,300-313,22,32
6232,10.1007/s10551-012-1432-1,b2b19f01-f756-3f9e-9dbd-25f98a90a793,Ethics in Nanotechnology: What's Being Done? What's Missing?,journal,2012.0,"(Louis Y.Y., Lu)",Journal of Business Ethics,583-598,109,36
6233,10.1061/(ASCE)ME.1943-5479.0000121,840a65f1-63c2-30e5-b36c-9a7518c992f3,Relationships between Project Complexity and Communication,journal,2013.0,"(Reid Robert, Senescu)",Journal of Management in Engineering,183-197,29,170
6234,10.3846/ijspm.2010.17,7f183ca7-5b5f-3016-93d6-c1fa03238b39,"A location value response surface model for mass appraising: An “iterative” location adjustment factor in Bari, Italy",journal,2010.0,"(Maurizio, D'Amato)",International Journal of Strategic Property Management,231-244,14,3
6235,10.1002/asi.21663,6068c4b3-86a6-34fa-b666-761cb3623949,Uses of explicit and implicit tags in social bookmarking,journal,2012.0,"(Enrique Estellés, Arolas)",Journal of the American Society for Information Science and Technology,313-322,63,11
6236,10.1080/00207721.2013.837543,4fb5e9f1-bda9-3796-8caa-70e7a1c42cdc,A cooperation model based on CVaR measure for a two-stage supply chain,journal,2015.0,"(Xinsheng, Xu)",International Journal of Systems Science,1865-1873,46,6
6237,10.5465/amj.2010.0016,52935fe1-9480-3dc8-992e-080952300b75,Why Organizational and Community Diversity Matter: Representativeness and the Emergence of Incivility and Organizational Performance,journal,2011.0,"(E. B., King)",Academy of Management Journal,1103-1118,54,199
6238,10.1093/imaman/dpp004,cc935a12-bed8-3899-aaee-a641195f3dd1,Cournot equilibria in oligopolistic electricity markets,journal,2010.0,"(M. T., Vespucci)",IMA Journal of Management Mathematics,183-193,21,8
6239,10.1007/s10257-009-0109-5,7c64d4a2-1c2b-3b56-af1c-5b7e1ade5d72,A service accountability framework for QoS service management and engineering,journal,2009.0,"(Kwei Jay, Lin)",Information Systems and e-Business Management,429-446,7,41
6240,10.1109/MS.2015.55,9ea9e3dd-0448-3c5a-8ba2-c82859b3c2e3,Why and how should open source projects adopt time-based releases?,journal,2015.0,"(Martin, Michlmayr)",IEEE Software,55-63,32,26
6241,10.1207/s15327590ijhc1801_4,92cc0e81-fe7a-35d1-bd93-89cb50f506a2,"A training approach to the acquisition and retention of fault-finding skills: Making instructions ""visible"" on the interface",journal,2005.0,"(Nadia, Linou)",International Journal of Human-Computer Interaction,59-84,18,14
6242,10.1002/asi.20570,48258607-29f5-3769-b755-262e2f4fe461,Towards memory supporting personal information management tools,journal,2007.0,"(David, Elsweiler)",Journal of the American Society for Information Science and Technology,924-946,58,28
6243,10.1080/07421222.2014.1001252,b4f6a2bf-0c3d-3c9a-9ad2-eb874d0478a1,Journal of Management Information Editorial Introduction,journal,2015.0,"(Vladimir, Zwass)",,1-3,,1
6244,10.1080/07421222.2015.1029390,6e9370e1-0a37-3483-b80f-a7384888b641,"Temporal distance, communication patterns, and task performance in teams",journal,2015.0,"(J. Alberto, Espinosa)",Journal of Management Information Systems,151-191,32,77
6245,10.1007/s40171-013-0021-1,bdd2a177-68ee-36e1-adb9-89d4f2f0ccc8,Critical Factors for Successful Implementation of E-governance Programs: A Case Study of HUDA,journal,2012.0,"(Sameer, Goel)",Global Journal of Flexible Systems Management,233-244,13,12
6246,10.1111/j.1540-5885.2011.00860.x,d21a627a-39a1-3dbd-8e51-2a29e4adbe68,Process innovation and integration in process-oriented settings: The case of the oil industry,journal,2011.0,"(Christian, Stadler)",Journal of Product Innovation Management,44-62,28,80
6247,10.1145/1226736.1226762,a13469b4-7da4-3b2a-8df0-ff69c670f7bd,Decision support systems,journal,2007.0,"(Simon, French)",Communications of the ACM,39,50,41
6248,10.1080/02697459.2013.797813,5f47461d-d425-3668-ab9b-3c9d386bd45d,The Mechanics of Sustaining Spaces for the Public,journal,2013.0,"(Katia, Balassiano)",Planning Practice and Research,489-502,28,5
6249,10.1002/sres.771,933ae8b7-4d2c-33c2-9b42-f60433441e5b,System dynamics in organizational consultation: Modelling for intervening in organizations,generic,2006.0,"(David C., Lane)",Systems Research and Behavioral Science,443-449,23,10
6250,10.3401/poms.1070.0001,8a8ee958-e769-3218-a58a-31954fc88308,The role of operational interdependence and supervisory experience on management assessments of resource planning systems,journal,2008.0,"(Elliot, Bendoly)",Production and Operations Management,93-106,17,40
6251,10.1377/hlthaff.2013.0680,74202912-298d-31d7-a5d7-79e74b00f62f,The impact of health information technology and e-health on the future demand for physician services,journal,2013.0,"(Jonathan P., Weiner)",Health Affairs,1998-2004,32,34
6252,10.1007/s10257-011-0182-4,23cd10a6-8211-3867-bb15-c15cc043717a,A decision tree model for herd behavior and empirical evidence from the online P2P lending market,journal,2013.0,"(Binjie, Luo)",Information Systems and e-Business Management,141-160,11,31
6253,10.1080/00137910701329506,e8de3382-58bb-375e-bbf7-6013788d84a9,Solving the winner determination problem in a divisible-object auction,journal,2007.0,"(Natalia, Santamaría)",Engineering Economist,179-194,52,5
6254,10.1111/j.1540-5915.2007.00172.x,25d66616-81f3-3c46-b670-3901b2bec4a2,Competitive and cooperative positioning in supply chain logistics relationships,journal,2007.0,"(Richard, Klein)",Decision Sciences,611-646,38,130
6255,10.1007/s10257-006-0037-6,fc89f039-9924-34a7-bab8-dce340880990,Coordination of purchasing and bidding activities across posted offer and auction markets,journal,2007.0,"(Daniel D., Zeng)",Information Systems and e-Business Management,25-46,5,11
6256,10.1111/jeea.12128,e241f180-7c40-3b9c-9e80-078e42278636,Image and misreporting,journal,2015.0,"(Mara, Ewers)",Journal of the European Economic Association,363-380,13,31
6257,10.3362/1755-1986.2015.024,ef8deed1-225b-3f5b-bbf6-5b8246765e35,Microfinance for ecosystem-based adaptation (MEbA) in Peru and Colombia,journal,2015.0,"(Alicia, Rondón-Krummheuer)",Enterprise Development and Microfinance,274-291,26,10
6258,10.1017/S002210901300046X,66adde38-9d5a-3aa5-b7b0-0580185e7d84,Market reaction to corporate press releases,journal,2013.0,"(Andreas, Neuhierl)",Journal of Financial and Quantitative Analysis,1207-1240,48,76
6259,10.2105/AJPH.2005.065391,a7cb0ead-b058-311a-8c5b-5f83a9c0f483,Diabetes decision support: Initial experience with the vermont diabetes information system,journal,2006.0,"(Charles D., MacLean)",American Journal of Public Health,593-595,96,36
6260,10.1007/s10784-012-9198-6,be0e034f-3f4e-3042-ac4b-ccc5752202d1,Why negotiate a legally binding mercury convention?,journal,2013.0,"(Steinar, Andresen)","International Environmental Agreements: Politics, Law and Economics",425-440,13,13
